gene_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
Rprd1b,1412,1565,1412,966,1127,955,1188,1319,1403,1028,1870,1429
Bmyc,628,646,538,481,562,464,468,376,366,312,524,691
Trpc4ap,4076,4411,3942,3337,3835,3282,3599,4030,4630,3077,6720,4526
Zc3h8,79,102,111,59,74,70,86,70,104,65,157,87
1810024B03Rik,0,5,0,0,2,0,0,0,0,0,0,0
Pfdn4,216,331,246,206,212,176,169,247,340,227,410,266
Sohlh1,0,3,0,0,0,0,0,0,0,0,0,0
Zc3h6,492,813,577,449,348,419,353,308,291,312,489,706
Gm711,0,0,0,0,0,0,0,0,0,0,0,0
Kcnb1,2580,2351,1852,1393,2359,1677,2087,1348,1352,1094,2155,2348
Ndor1,1375,1491,1275,1202,1088,999,1011,1091,1087,757,1821,1480
Wfdc6a,15,0,8,5,11,5,0,9,0,0,9,7
Wfdc6b,0,0,8,0,0,0,2,4,0,0,8,0
4930430A15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Kcnt1,0,0,0,0,0,0,0,0,0,2,0,0
Arfrp1,1188,1371,1111,956,1023,866,962,807,844,561,1422,661
Tmem210,0,0,0,0,0,0,0,0,0,0,0,0
B230312C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Chchd5,173,238,174,157,153,169,140,191,231,180,276,227
Clp1,300,452,413,311,317,297,371,336,298,229,442,448
Lmo2,302,641,510,719,487,527,554,428,414,322,595,720
Mir467b,0,0,0,0,0,0,0,0,0,0,0,0
Atrn,2631,2664,2506,1790,2151,2086,2425,2164,2419,1677,3703,2762
Bpifb9b,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9a,0,0,0,0,0,0,0,0,0,0,0,0
Knstrn,29,51,46,30,28,24,48,412,671,319,593,40
Meig1,0,0,0,0,0,0,0,0,0,0,0,0
Noxa1,0,0,0,0,0,0,0,0,0,0,0,0
Pin1rt1,156,163,133,120,146,118,154,172,215,142,271,171
Ppp6c,774,906,682,542,699,645,735,880,1028,707,1365,832
Ivd,3841,4441,3281,2511,2718,2770,2231,2721,2436,1671,3762,4130
Samhd1,3512,3644,3099,2717,3104,2727,3352,4747,5597,4958,11797,3594
St8sia6,4,16,5,4,0,6,0,8,5,5,4,17
Slc38a11,0,0,0,0,0,0,0,0,0,0,0,0
Tanc1,2489,2598,2279,1643,1842,1730,1878,2302,2457,1931,3863,2623
Itpka,21,41,22,21,17,14,16,26,15,3,26,36
Itih2,211,266,305,245,299,279,343,117,131,97,136,322
Itih5,1331,3013,2381,2764,2062,2082,2342,1683,2201,1142,1462,3541
4930545L23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Nelfcd,886,1041,747,677,742,612,767,875,1102,713,1496,972
Psmd14,877,1229,906,669,859,672,923,1346,1624,1185,2409,993
Dolpp1,429,417,366,320,397,301,376,414,474,304,593,408
Neurod1,0,0,0,0,0,0,0,0,0,0,0,0
Thnsl1,136,223,153,113,138,128,115,130,131,102,143,157
Olfr152,0,0,0,0,0,0,0,0,0,0,0,0
Olfr153,0,0,0,0,0,0,0,0,0,0,0,0
Lcmt2,884,1209,720,659,638,835,899,561,503,325,713,910
Olfr154,0,0,0,0,0,0,0,0,0,0,0,0
Lmx1b,0,0,0,0,0,0,0,0,0,0,0,0
Defb45,0,0,0,0,0,0,0,0,0,0,0,0
Rnd3,3250,4453,3440,2505,2838,2872,3362,3233,3109,2805,5378,3742
Mapkbp1,1123,1399,1034,1070,1076,899,1087,1019,1346,900,1891,1211
Cass4,1886,1627,1280,957,1104,1135,1287,1285,1109,769,1881,1769
Ppp2r4,3346,3931,3327,2569,2874,2453,2780,3735,4310,2637,5773,3728
Swi5,2513,3563,2837,2070,2263,2110,2504,3006,2649,1590,4468,2080
Pomt1,1567,1724,1369,1131,1376,1072,1291,1144,1203,661,1666,1604
Bmp7,411,473,412,351,356,401,306,288,215,133,332,584
Qser1,1330,1589,1303,1090,1351,1275,1460,1429,1669,1126,2109,1517
Gm14204,0,0,0,0,0,0,0,0,0,0,0,0
Bmp2,195,326,256,304,220,249,219,146,147,88,227,363
Gm14207,0,0,0,0,0,0,0,0,0,0,0,0
Il1bos,0,0,0,0,0,0,0,0,0,0,0,0
Rxra,4464,4105,3923,3063,3574,3269,3606,3472,3942,2696,5702,4397
1110008F13Rik,991,1121,869,764,877,772,951,1227,1439,871,1967,1040
9030204H09Rik,0,0,0,0,0,0,0,0,0,0,0,0
Tmem141,87,136,114,79,107,75,89,130,126,74,161,112
Chst1,500,688,530,436,370,391,353,460,416,198,484,803
Baz2b,2322,2637,2200,1781,1967,1770,2069,1720,1696,1445,3133,2625
